#this is a test file, it should be tab-delimited
#the first three/four columns should be "Chr, Locus, cM, [Mb]" (case sensitive)
#please save as Unix format text file.
#comment line always start with a '#'
#type riset or intercross
@type:riset
#@type:intercross
@name:BXD
#abbreviation of maternal or paternal parents
@mat:B6
@pat:D
#heterozygous , optional, default is "H"
@het:H
#Unknown , optional, default is "U"
@unk:U
Chr	Locus	cM	BXD1	BXD2	BXD5	BXD6	BXD8	BXD9	BXD11	BXD12	BXD13	BXD14	BXD15	BXD16	BXD18	BXD19	BXD20	BXD21	BXD22	BXD23	BXD24	BXD25	BXD27	BXD28	BXD29	BXD30	BXD31	BXD32	BXD33	BXD34	BXD35	BXD36	BXD37	BXD38	BXD39	BXD40	BXD42
18	D18Mit22	12.5	B6	D	B6	B6	B6	D	D	D	D	B6	D	B6	B6	B6	D	B6	D	B6	D	B6	B6	B6	B6	D	B6	D	D	B6	D	D	B6	B6	D	B6	B6
18	D18Mit120	15	D	D	B6	D	B6	D	D	D	D	B6	D	B6	D	B6	D	B6	D	B6	B6	B6	B6	B6	B6	D	B6	D	D	D	D	B6	B6	B6	D	B6	B6
18	D18Mit149	24	D	D	B6	D	B6	D	D	D	D	D	B6	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	B6	D	D	D	D	D	D	B6	B6	B6	D	B6	B6
18	D18Mit123	31	B6	D	D	D	D	D	D	D	B6	D	D	D	D	B6	D	D	D	B6	B6	B6	B6	B6	B6	D	B6	D	D	D	D	D	B6	B6	D	B6	U
18	D18Mit184	41	B6	D	B6	D	B6	D	B6	D	B6	D	D	D	D	B6	D	B6	D	D	D	B6	B6	B6	B6	D	D	D	D	D	B6	B6	B6	B6	B6	D	U
18	D18Mit80	50	B6	B6	B6	D	B6	D	B6	D	B6	B6	D	D	D	B6	D	B6	D	B6	D	B6	B6	B6	B6	B6	B6	D	D	D	B6	D	D	B6	B6	D	B6
18	D18Mit4	57.1	D	B6	D	D	B6	B6	B6	D	B6	B6	D	D	D	B6	B6	B6	D	B6	B6	B6	B6	B6	B6	B6	D	D	D	D	B6	D	D	D	D	D	D
19	D19Mit109	3	B6	B6	B6	D	D	B6	B6	B6	B6	B6	B6	B6	B6	B6	B6	B6	B6	D	D	B6	D	B6	B6	B6	B6	D	B6	D	D	B6	D	D	D	B6	B6
19	D19Mit44	4.5	D	B6	B6	D	D	B6	B6	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	D	B6	D	B6	B6	B6	D	B6	B6	D	D	D	B6	D	D	B6	B6
19	D19Mit42	5	D	B6	B6	D	D	B6	B6	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	D	B6	D	B6	B6	D	D	B6	B6	D	D	D	B6	D	D	B6	B6
19	D19Mit22	6	B6	B6	B6	D	D	B6	B6	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	D	B6	D	B6	B6	D	D	B6	B6	U	D	D	U	D	D	B6	B6
19	D19Mit127	9	B6	B6	B6	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	D	B6	D	B6	B6	D	D	B6	B6	B6	D	D	D	D	D	B6	B6
19	D19Mit61	10	B6	B6	B6	D	D	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	D	B6	D	B6	B6	D	B6	B6	D	B6	D	D	D	D	D	B6	B6
19	D19Mit128	10.9	B6	B6	B6	D	D	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	D	D	D	D	D	B6	B6
19	D19Mit85	12	D	B6	B6	D	D	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	D	D	D	D	D	B6	B6
19	D19Mit16	15	D	B6	B6	D	D	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	D	D	D	D	D	B6	B6
19	D19Mit45	15.3	D	B6	B6	D	D	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	B6	B6	B6	D	B6	D	D	B6	B6	D	B6	D	D	D	D	D	B6	B6
19	D19Mit80	17.4	D	B6	B6	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	B6	B6	B6	B6	B6	D	B6	D	D	B6	B6	D	B6	D	D	B6	D	D	B6	B6
19	D19Mit40	17.5	D	B6	B6	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	B6	B6	B6	B6	B6	D	B6	D	D	B6	D	D	B6	B6	D	B6	D	D	B6	B6
19	D19Msw029	19	D	D	B6	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	B6	B6	B6	B6	B6	B6	B6	D	D	D	D	D	B6	B6	D	D	D	D	B6	B6
19	D19Mit13	20	D	D	B6	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	B6	B6	D	D	B6	D	D	B6	B6	B6	D	D	D	B6	B6
19	D19Mit89	41	D	B6	B6	D	D	B6	D	B6	B6	B6	B6	B6	B6	D	D	D	B6	D	B6	B6	B6	B6	B6	B6	B6	D	D	B6	B6	B6	D	D	D	B6	D
19	D19Mit103	52	D	B6	B6	D	D	B6	D	B6	B6	B6	B6	B6	B6	D	B6	B6	B6	D	B6	B6	B6	D	B6	B6	B6	D	D	D	B6	D	D	D	D	B6	D
19	D19Mit6	55.7	D	B6	D	D	D	B6	D	B6	D	B6	B6	D	B6	D	B6	B6	B6	D	B6	B6	D	B6	B6	B6	B6	D	D	D	B6	D	D	D	B6	B6	D
X	DXMit89	3	B6	B6	D	D	D	B6	B6	B6	B6	B6	D	B6	B6	D	D	B6	B6	B6	D	B6	B6	B6	B6	B6	D	D	B6	B6	B6	B6	D	D	B6	B6	B6
X	DXMit1	29	B6	B6	B6	D	B6	D	B6	B6	B6	B6	B6	B6	B6	B6	D	B6	B6	B6	B6	B6	B6	D	B6	B6	U	D	B6	B6	B6	B6	D	D	B6	U	U
X	DXMit37	56	B6	B6	B6	D	B6	B6	B6	B6	D	D	D	B6	B6	D	B6	B6	D	B6	D	D	D	B6	D	B6	B6	D	B6	B6	B6	B6	D	D	B6	U	U
X	DXMit10	63.2	B6	B6	B6	D	B6	B6	B6	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	D	D	D	B6	D	B6	B6	D	B6	B6	B6	B6	D	D	B6	D	D
X	DXMit186	69	B6	B6	B6	D	B6	B6	B6	B6	D	B6	D	B6	B6	D	B6	B6	D	D	D	D	D	B6	B6	B6	B6	D	B6	B6	B6	B6	D	D	B6	B6	D
X	DXMit223	73.3	B6	B6	B6	D	B6	B6	B6	B6	D	B6	D	B6	B6	D	B6	B6	D	D	D	D	D	B6	B6	D	B6	D	B6	B6	B6	B6	D	D	B6	B6	D
